横坐标(米),纵坐标(米),角度代价,GDOP(米每弧度),第二次检测耗时(秒),条件接收采样覆盖率,1000米采样覆盖率,离散源采样最坏一阶误差(米),统计位置RMS(米),是否折中点
825.7662881486142,-232.83049060906933,0.837367868387225,3301.5111922434653,176.5925406304132,1.0,0.9744483159117305,76.74797516361694,33.26821611946307,0
834.8293660189806,-228.60430799166238,0.8344337134908231,3266.2370791039666,178.11268006705922,1.0,0.9802555168408827,75.81615991628061,32.91277076398335,0
843.8924438893472,-224.37812537425538,0.8314249042812208,3231.2579948622174,179.64249196572982,1.0,0.9872241579558653,74.89126648879528,32.56029831532125,0
852.9555217597136,-220.15194275684837,0.8283391461519679,3196.5745270636703,181.18172436436194,1.0,0.9930313588850174,73.97333020779189,32.21080469397434,0
862.0185996300802,-215.92576013944137,0.8251740686972485,3162.187308372812,182.73013250431117,1.0,1.0,73.06238725938083,31.86429627508955,0
871.0816775004466,-211.69957752203436,0.8219272234832157,3128.097018823881,184.28747864811976,1.0,1.0,72.1584747127416,31.520779911142824,0
880.1447553708132,-207.47339490462736,0.8185960818042867,3094.304388153883,185.8535318980528,1.0,1.0,71.26163054405129,31.180262955448132,0
889.2078332411796,-203.2472122872204,0.815178032431382,3060.810198219291,187.42806801586207,1.0,1.0,70.3718936607175,30.842753286509783,0
898.2709111115462,-199.0210296698134,0.8116703793600807,3027.6152854975862,189.01086924418354,1.0,1.0,69.48930392587347,30.508259333229567,0
907.3339889819126,-194.7948470524064,0.8080703395677833,2994.720543674642,190.60172412992287,1.0,1.0,68.6139021830874,30.176790100978987,0
916.3970668522792,-190.5686644349994,0.8097646428486166,2962.1269263187164,192.2004273499396,1.0,1.0,67.74573028123218,29.848355198544144,0
925.4601447226456,-186.3424818175924,0.8134984769407332,2929.8354496415354,193.80677953929515,1.0,1.0,66.8848310994518,29.522964865948286,0
934.5232225930122,-182.11629920018544,0.8171366457049283,2897.8471953466906,195.4205871222962,1.0,1.0,66.03124857215472,29.200630003154107,0
943.5863004633786,-177.89011658277843,0.8206819534663916,2866.16331356519,197.04166214652486,1.0,1.0,65.1850277139539,28.88136219964434,0
952.6493783337452,-173.66393396537143,0.8241371224695625,2834.7850258776593,198.66982212001955,1.0,1.0,64.34621464446359,28.565173764875443,0
961.7124562041116,-169.43775134796442,0.8275047945832984,2803.713628422208,200.30488985173923,1.0,1.0,63.51485661285226,28.252077759594517,0
970.7755340744782,-165.21156873055742,0.8307875330557568,2772.950495086535,201.9466932954194,1.0,1.0,62.691002022039314,27.942088028005095,0
979.8386119448446,-160.98538611315047,0.8339878243074966,2742.4970807822547,203.59506539690256,1.0,1.0,61.874700452409805,27.6352192307614,0
988.9016898152112,-156.75920349574346,0.8371080797524929,2712.354924798843,205.24984394500785,1.0,1.0,61.06600268490861,27.331486878764952,0
585.9000809016782,-333.6481607912847,0.8967360664084072,4386.180832848539,139.84806264830058,1.0,0.8060394889663183,104.9867629576965,44.19806670020551,0
594.9631587720446,-329.42197817387773,0.8951797787445581,4341.083607251868,141.01470508735443,1.0,0.8141695702671312,103.83055030760066,43.743637149561245,0
604.0262366424112,-325.1957955564707,0.8935890115429441,4296.332836310764,142.20058308913997,1.0,0.8222996515679443,102.68199383197611,43.292698705772544,0
613.0893145127776,-320.9696129390637,0.8919627932730191,4251.9279799602555,143.40520221436765,1.0,0.8292682926829268,101.54110089845855,42.84524592678663,0
622.1523923831442,-316.7434303216567,0.8903001203310196,4207.868509785507,144.62807740565648,1.0,0.8327526132404182,100.40787924203909,42.40127348794521,0
631.2154702535107,-312.5172477042497,0.8885999558818277,4164.153909725573,145.8687332235227,1.0,0.8408826945412311,99.28233697505038,41.960776189075986,0
640.2785481238772,-308.29106508684276,0.8868612286590144,4121.570102277375,147.12670403551894,1.0,0.8490127758420442,98.16448259741276,41.53167350643035,0
649.3416259942437,-304.0648824694357,0.8850828317218528,4079.678114097623,148.4015341619468,1.0,0.8536585365853658,97.05432500714225,41.1095420535029,0
658.4047038646102,-299.83869985202875,0.8832636211681039,4038.0798765895565,149.69277798148738,1.0,0.859465737514518,95.96361457517017,40.69037062713959,0
